run_id,model,domain,task_type,difficulty,n,n_samples,n_needs_review,n_excluded_from_main,n_samples_unscored,n_items_unscored,mean_score,mean_score_incl_review,small_cell,ci_method,ci_low,ci_high,t2_judgment_accuracy,t2_verdict_ci_low,t2_verdict_ci_high,t4_pass_at_1,diagnostic_functional_threshold_rate,t4_performance_pass_rate,judge_mean_score_range,paper_eligible
intl-20260828-v1,GPT-5.6-Luna,D3,T2,Intermediate,7,7,0,0,0,0,0.6428571428571429,0.6428571428571429,False,item-cluster bootstrap B=20000 seed=20260805,0.4107142857142857,0.8214285714285714,0.8571428571428571,0.486872170725691,0.9743203756552553,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D3,T3,Expert,8,8,0,0,0,0,0.7583333333333335,0.7583333333333335,False,item-cluster bootstrap B=20000 seed=20260805,0.6916666666666668,0.8375000000000001,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D3,T3,Intermediate,6,6,0,0,0,0,0.9444444444444443,0.9444444444444443,False,item-cluster bootstrap B=20000 seed=20260805,0.8333333333333334,1.0,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D3,T4,Basic,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D3,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D3,T4,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T1,Basic,9,9,0,0,0,0,1.0,1.0,False,wilson,0.7008549515804674,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T1,Expert,6,6,0,0,0,0,1.0,1.0,False,wilson,0.6096657120978477,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T1,Intermediate,18,18,0,0,0,0,1.0,1.0,False,wilson,0.8241207763533503,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T2,Basic,3,3,0,0,0,0,0.7083333333333334,0.7083333333333334,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D4,T2,Expert,3,3,0,0,0,0,0.20833333333333334,0.20833333333333334,True,"none (descriptive, n<5)",,,0.3333333333333333,0.06149194472039865,0.7923403991979453,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D4,T2,Intermediate,5,5,0,0,0,0,0.7,0.7,False,item-cluster bootstrap B=20000 seed=20260805,0.525,0.85,1.0,0.5655175352168389,1.0,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D4,T3,Expert,3,3,0,0,0,0,0.8666666666666667,0.8666666666666667,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D4,T3,Intermediate,7,7,0,0,0,0,0.8428571428571427,0.8428571428571427,False,item-cluster bootstrap B=20000 seed=20260805,0.757142857142857,0.9285714285714286,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D4,T4,Basic,4,4,0,0,0,0,1.0,1.0,True,wilson,0.5101091635454165,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D4,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D5,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D5,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D5,T1,Intermediate,12,12,0,0,0,0,0.8333333333333334,0.8333333333333334,False,wilson,0.5519691377470349,0.9530348578161448,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D5,T2,Expert,2,2,0,0,0,0,0.5625,0.5625,True,"none (descriptive, n<5)",,,1.0,0.34238022750666547,1.0,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D5,T2,Intermediate,6,6,0,0,0,0,0.3958333333333333,0.3958333333333333,False,item-cluster bootstrap B=20000 seed=20260805,0.20833333333333334,0.5625,0.8333333333333334,0.43649717781353975,0.9699466302516921,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D5,T3,Expert,4,4,0,0,0,0,0.825,0.825,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D5,T3,Intermediate,4,4,0,0,0,0,0.8999999999999999,0.8999999999999999,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D5,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D5,T4,Intermediate,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,GPT-5.6-Luna,D6,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D6,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D6,T1,Intermediate,12,12,0,0,0,0,1.0,1.0,False,wilson,0.7575059933447693,1.0,,,,,,,,True
intl-20260828-v1,GPT-5.6-Luna,D6,T2,Expert,1,1,0,0,0,0,0.75,0.75,True,none (n<2),,,1.0,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D6,T2,Intermediate,7,7,0,0,0,0,0.5357142857142857,0.5357142857142857,False,item-cluster bootstrap B=20000 seed=20260805,0.375,0.6964285714285714,1.0,0.6456695649333253,1.0,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D6,T3,Expert,4,4,0,0,0,0,0.975,0.975,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D6,T3,Intermediate,4,4,0,0,0,0,0.85,0.85,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,GPT-5.6-Luna,D6,T4,Intermediate,4,4,0,0,0,0,0.75,0.75,True,wilson,0.3006418425824105,0.9544127391902977,,,,0.75,0.75,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T1,Basic,15,15,0,0,0,0,1.0,1.0,False,wilson,0.7961166989641604,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T1,Expert,7,7,0,0,0,0,0.8571428571428571,0.8571428571428571,False,wilson,0.486872170725691,0.9743203756552553,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T1,Intermediate,20,20,0,0,0,0,1.0,1.0,False,wilson,0.838874841947188,0.9999999999999999,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T2,Basic,5,5,0,0,0,0,0.625,0.625,False,item-cluster bootstrap B=20000 seed=20260805,0.35,0.85,1.0,0.5655175352168389,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T2,Expert,3,3,0,0,0,0,0.875,0.875,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T2,Intermediate,9,9,0,0,0,0,0.6944444444444444,0.6944444444444444,False,item-cluster bootstrap B=20000 seed=20260805,0.5,0.8472222222222222,0.8888888888888888,0.5650002944233536,0.9801091123614543,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T3,Basic,1,1,0,0,0,0,0.8333333333333334,0.8333333333333334,True,none (n<2),,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T3,Expert,8,8,0,0,0,0,0.65,0.65,False,item-cluster bootstrap B=20000 seed=20260805,0.5375000000000001,0.7583333333333333,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T3,Intermediate,6,6,0,0,0,0,0.8666666666666667,0.8666666666666667,False,item-cluster bootstrap B=20000 seed=20260805,0.7333333333333334,1.0,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T4,Basic,2,2,0,0,0,0,1.0,1.0,True,wilson,0.34238022750666547,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T4,Expert,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D1,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T1,Basic,13,13,0,0,0,0,1.0,1.0,False,wilson,0.7719046276458112,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T1,Expert,6,6,0,0,0,0,0.8333333333333334,0.8333333333333334,False,wilson,0.43649717781353975,0.9699466302516921,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T1,Intermediate,11,11,0,0,0,0,1.0,1.0,False,wilson,0.7411670330319788,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T2,Basic,4,4,0,0,0,0,0.5625,0.5625,True,"none (descriptive, n<5)",,,1.0,0.5101091635454165,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T2,Intermediate,4,4,0,0,0,0,0.46875,0.46875,True,"none (descriptive, n<5)",,,1.0,0.5101091635454165,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T3,Expert,5,5,0,0,0,0,0.72,0.72,False,item-cluster bootstrap B=20000 seed=20260805,0.58,0.8800000000000001,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T3,Intermediate,3,3,0,0,0,0,0.7666666666666666,0.7666666666666666,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D2,T4,Intermediate,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T1,Basic,14,14,0,0,0,0,0.9285714285714286,0.9285714285714286,False,wilson,0.6853129557584975,0.9872777847521087,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T1,Expert,9,9,0,0,0,0,1.0,1.0,False,wilson,0.7008549515804674,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T1,Intermediate,21,21,0,0,0,0,1.0,1.0,False,wilson,0.8453609810751603,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T2,Basic,3,3,0,0,0,0,0.75,0.75,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T2,Expert,5,5,0,0,0,0,0.4,0.4,False,item-cluster bootstrap B=20000 seed=20260805,0.125,0.675,0.6,0.2307242812760194,0.8823792257673483,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T2,Intermediate,7,7,0,0,0,0,0.5357142857142857,0.5357142857142857,False,item-cluster bootstrap B=20000 seed=20260805,0.32142857142857145,0.7321428571428571,1.0,0.6456695649333253,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T3,Expert,8,8,0,0,0,0,0.7625,0.7625,False,item-cluster bootstrap B=20000 seed=20260805,0.6458333333333334,0.8791666666666667,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T3,Intermediate,6,6,0,0,0,0,0.8222222222222223,0.8222222222222223,False,item-cluster bootstrap B=20000 seed=20260805,0.7333333333333333,0.9111111111111113,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T4,Basic,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D3,T4,Intermediate,3,3,0,0,0,0,0.6666666666666666,0.6666666666666666,True,wilson,0.2076596008020547,0.9385080552796013,,,,0.6666666666666666,0.6666666666666666,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T1,Basic,9,9,0,0,0,0,1.0,1.0,False,wilson,0.7008549515804674,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T1,Expert,6,6,0,0,0,0,1.0,1.0,False,wilson,0.6096657120978477,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T1,Intermediate,18,18,0,0,0,0,1.0,1.0,False,wilson,0.8241207763533503,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T2,Basic,3,3,0,0,0,0,0.7916666666666666,0.7916666666666666,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T2,Expert,3,3,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,1.0,0.43850296824496815,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T2,Intermediate,5,5,0,0,0,0,0.575,0.575,False,item-cluster bootstrap B=20000 seed=20260805,0.375,0.775,1.0,0.5655175352168389,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T3,Expert,3,3,0,0,0,0,0.7666666666666666,0.7666666666666666,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T3,Intermediate,7,7,0,0,0,0,0.742857142857143,0.742857142857143,False,item-cluster bootstrap B=20000 seed=20260805,0.5714285714285714,0.8714285714285716,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T4,Basic,4,4,0,0,0,0,1.0,1.0,True,wilson,0.5101091635454165,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T4,Expert,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D4,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T1,Intermediate,12,12,0,0,0,0,1.0,1.0,False,wilson,0.7575059933447693,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T2,Expert,2,2,0,0,0,0,0.625,0.625,True,"none (descriptive, n<5)",,,1.0,0.34238022750666547,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T2,Intermediate,6,6,0,0,0,0,0.5,0.5,False,item-cluster bootstrap B=20000 seed=20260805,0.2708333333333333,0.7083333333333334,0.8333333333333334,0.43649717781353975,0.9699466302516921,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T3,Expert,4,4,0,0,0,0,0.8,0.8,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T3,Intermediate,4,4,0,0,0,0,0.925,0.925,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T4,Basic,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D5,T4,Intermediate,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T1,Basic,8,8,0,0,0,0,1.0,1.0,False,wilson,0.6755924351161318,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T1,Expert,10,10,0,0,0,0,1.0,1.0,False,wilson,0.7224672001371218,0.9999999999999999,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T1,Intermediate,12,12,0,0,0,0,1.0,1.0,False,wilson,0.7575059933447693,1.0,,,,,,,,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T2,Expert,1,1,0,0,0,0,0.75,0.75,True,none (n<2),,,1.0,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T2,Intermediate,7,7,0,0,0,0,0.6964285714285714,0.6964285714285714,False,item-cluster bootstrap B=20000 seed=20260805,0.6071428571428571,0.8035714285714286,1.0,0.6456695649333253,1.0,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T3,Expert,4,4,0,0,0,0,0.8500000000000001,0.8500000000000001,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T3,Intermediate,4,4,0,0,0,0,0.9,0.9,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Gemini-3.7-Flash,D6,T4,Intermediate,4,4,0,0,0,0,0.75,0.75,True,wilson,0.3006418425824105,0.9544127391902977,,,,0.75,0.75,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D1,T1,Basic,15,15,0,0,0,0,1.0,1.0,False,wilson,0.7961166989641604,1.0,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D1,T1,Expert,7,7,0,0,0,0,0.8571428571428571,0.8571428571428571,False,wilson,0.486872170725691,0.9743203756552553,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D1,T1,Intermediate,20,20,0,0,0,0,0.95,0.95,False,wilson,0.7638688065532648,0.9911185511992042,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D1,T2,Basic,5,5,0,0,0,0,0.325,0.325,False,item-cluster bootstrap B=20000 seed=20260805,0.15,0.5,1.0,0.5655175352168389,1.0,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T2,Expert,3,3,0,0,0,0,0.5416666666666666,0.5416666666666666,True,"none (descriptive, n<5)",,,0.6666666666666666,0.2076596008020547,0.9385080552796013,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T2,Intermediate,9,9,0,0,0,0,0.3888888888888889,0.3888888888888889,False,item-cluster bootstrap B=20000 seed=20260805,0.19444444444444445,0.5833333333333334,0.8888888888888888,0.5650002944233536,0.9801091123614543,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T3,Basic,1,1,0,0,0,0,0.5,0.5,True,none (n<2),,,,,,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T3,Expert,8,8,0,0,0,0,0.42083333333333334,0.42083333333333334,False,item-cluster bootstrap B=20000 seed=20260805,0.27499999999999997,0.5791666666666667,,,,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T3,Intermediate,6,6,0,0,0,0,0.6458333333333334,0.6458333333333334,False,item-cluster bootstrap B=20000 seed=20260805,0.5277777777777778,0.7777777777777777,,,,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D1,T4,Basic,2,2,0,0,0,0,0.0,0.0,True,wilson,0.0,0.6576197724933345,,,,0.0,0.0,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D1,T4,Expert,3,3,0,0,0,0,0.3333333333333333,0.3333333333333333,True,wilson,0.06149194472039865,0.7923403991979453,,,,0.3333333333333333,0.6666666666666666,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D1,T4,Intermediate,1,1,0,0,0,0,1.0,1.0,True,none (n<2),,,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D2,T1,Basic,13,13,0,0,0,0,1.0,1.0,False,wilson,0.7719046276458112,1.0,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D2,T1,Expert,6,6,0,0,0,0,1.0,1.0,False,wilson,0.6096657120978477,1.0,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D2,T1,Intermediate,11,11,0,0,0,0,0.7272727272727273,0.7272727272727273,False,wilson,0.43435469882387834,0.9025394070997484,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D2,T2,Basic,4,4,0,0,0,0,0.5,0.5,True,"none (descriptive, n<5)",,,1.0,0.5101091635454165,1.0,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D2,T2,Intermediate,4,4,0,0,0,0,0.21875,0.21875,True,"none (descriptive, n<5)",,,0.5,0.1500389891521544,0.8499610108478456,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D2,T3,Expert,5,5,0,0,0,0,0.4600000000000001,0.4600000000000001,False,item-cluster bootstrap B=20000 seed=20260805,0.34,0.64,,,,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D2,T3,Intermediate,3,3,0,0,0,0,0.6333333333333333,0.6333333333333333,True,"none (descriptive, n<5)",,,,,,,,,0.0,True
intl-20260828-v1,Llama-4-Maverick,D2,T4,Basic,1,1,0,0,0,0,0.0,0.0,True,none (n<2),,,,,,0.0,0.0,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D2,T4,Intermediate,3,3,0,0,0,0,1.0,1.0,True,wilson,0.43850296824496815,1.0,,,,1.0,1.0,1.0,,True
intl-20260828-v1,Llama-4-Maverick,D3,T1,Basic,14,14,0,0,0,0,0.8571428571428571,0.8571428571428571,False,wilson,0.6005862050303044,0.9599060787285338,,,,,,,,True
intl-20260828-v1,Llama-4-Maverick,D3,T1,Expert,9,9,0,0,0,0,1.0,1.0,False,wilson,0.7008549515804674,1.0,,,,,,,,True
